,Job_Role,Company,Location,Job Experience,Skills,Job_Description
218,Data Engineer Python,Scry Ai,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram",3-8,"NoSQL, Architecture, data science, Machine learning, Data processing, MongoDB, Data mining, Analytics",We are expanding our Data Engineering Team and hiring passionate professionals with ext...
219,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-4,"Data Engineer, data engineering, data",Liaising with coworkers and clients to elucidate the requirements for each task.Concept...
220,Data Engineer,Siemens,Gurgaon/Gurugram,3-10,"Unix, Linux, Solaris, RDBMS, Web development, Javascript, Windows, SQL",. BE/ B Tech / MCA/ M Tech (Computer Science / Electronics &Communication / Electrical)...
221,Data Engineer,Brothers Consulting,"Hyderabad/ Secunderabad, Telangana",5-10,"Data Engineering, spark sql, Scala Programming, Hadoop, SCALA, Bigdata, Spark, Program","Must Have: Spark Core, Spark-SQL, Scala-Programming 6+ years experience on Spark Core, ..."
222,Data Engineer,Mondelez,Mumbai,5-6,"Supply chain, XML, Packaging, Scheduling, JSON, FMCG, microsoft, SQL",Execute the business analytics agenda in conjunction with analytics team leaders Work w...
223,Data Engineer,Upsteer,Hyderabad/Secunderabad,2-4,"big data analytics, big data, analytics, data, data analytics, data engineering",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...
224,AWS Data Engineer,Essenware Private Limted,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10,"Payroll, metadata, GIT, spark, Deployment, Data analytics, AWS, Solution Architect",. Must have minimum 5+ years of experience as AWS Data Engineer . Nice to have AWS Cert...
225,Azure Data Engineer,Essenware Private Limted,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",6-8,"Automation, github, Data modeling, devops, Server management, Stored procedures, Data warehousing, SQL","Minimum of 6 to 8 years of overall IT experience . ETL, data modelling visualization) ...."
226,Data Engineers,Diverse Lynx,Hyderabad/Secunderabad,1-5,"Data analysis, GCP, Cloud, Agile, Stored procedures, Management, JIRA, AWS",Experienced in one cloud environment (GCP / AWS / Azure) . . Has obtained / cleared GCP...
227,Kronos Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,5-7,"Outbound, SQL queries, NoSQL, Technical design, Data structures, PLSQL, Scheduling, Stored procedures","Understanding of how to model data, build pipelines, write optimized SQL and report and..."
228,Data Engineer - Exadata,Cloudangle It Solutions,Hyderabad/Secunderabad,5-10,"Unix, SAN, Network administration, Oracle DBA, Perl, Oracle, Troubleshooting, SQL","Experience architecture, supporting and implementing advanced, strategic database manag..."
229,Data Engineer (Postgresql),Fusion Plus Solutions,Hyderabad/Secunderabad,1-5,"Coding, Data modeling, XML, Analytical, Postgresql, Healthcare, Operations, SQL",Hands on application of Postgres SQL outside of class / certification course . XML skil...
230,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,5-9,"Business process, Supply chain management, SAP, Data modeling, Billing, Machine learning, Agile, Business intelligence",Engaged in requirement gathering discussions with business process architects Data Engi...
231,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,8-10,"Unix, Linux, RDBMS, Analytical, Shell scripting, Business intelligence, Unix shell scripting, Reporting tools",Flexible with shifts and occasional weekend support . . Ability to work independently b...
232,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-6,"SQL database, spark, Apache, Python, data engineering, sql, data, dbms","Build data pipelines and data streams using Apache Airflow , Data Lake, Data Bricks, Sp..."
233,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,7-10,"NoSQL, Cloud, Database, AWS, Python, data, dbms, data engineering",7-10 Years TechM64082 Maximum 25 LPA not more then that Khaja Bangalore/Hyderabad 30 6 ...
234,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-4,"Analytical skills, data services, GIT, Architecture, Data modeling, Finance, Scrum, data visualization","Data platform architectures (batch, lambda, kappa) Data Visualization experience (Table..."
235,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,8-12,"Unix, Linux, RDBMS, Analytical, Shell scripting, Business intelligence, Unix shell scripting, Reporting tools",Flexible with shifts and occasional weekend support . . Ability to work independently b...
236,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-4,"AWS, SQL, Python, data engineering, data",8+ years exp. with data engg. role. Strong exp. on Python and SQL with more than 7+ yea...
237,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-4,"SQL, Python, data, data engineering",Data Engg.: 8+ years exp. with data engg. role. Strong exp. on Python and SQL with more...
238,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,2-4,"Cloud, Infrastructure, Data structures, Deployment, Vendor, AWS, Python, Testing",Participate in development strategies and provide solutions based on requirements and a...
239,Data Engineer,Fusion Plus Solutions,Hyderabad/Secunderabad,4-8,"SQL, Python, data engineering, data",4+ years exp. with data engg. role. (Must) Strong exp. on Python and SQL with more than...
240,Data Engineer,Vistex Asia Pacific,Hyderabad/Secunderabad,3-8,"Unix, C++, Linux, XML, JSON, Test cases, Analytics, Monitoring","Responsibilities: Design, prototype, and implement machine learning engines using up-to..."
241,Web and Data Engineer,Revenuemantra Digital Media,Hyderabad/Secunderabad,1-5,"Cloud computing, Web application development, Web technologies, Machine learning, Programming, SDK, Python, data",Integrate with external service providers. Qualifications/ requirements : Required Skil...
242,Web and Data Engineer,Ak Systems,Hyderabad/Secunderabad,1-5,"Cloud computing, Web application development, Web technologies, Machine learning, Programming, SDK, Python, application",Integrate with external service providers. Qualifications/ requirements : Required Skil...
243,Data Engineer,Menlo Technologies,Hyderabad/Secunderabad,2-6,"Java, Scala, Cloud, Data Management, Data Engineer, Data Profiling, Data Warehousing, Etl","Data engineer with strong experience in Data Profiling, data cleansingExperience with l..."
244,Data Engineer,Saven Technologies,Hyderabad/Secunderabad,3-8,"Mining, Linux, Analytical, Social media, Data mining, Analytics, SQL, Python",Experience in Spark bigdata framework and data warehouses like Redshift / Snowflake Bac...
245,Data Engineer,Advance Auto Parts,Hybrid - Hyderabad/Secunderabad,6-8,"Snowflake Sql, Amazon Web Services, Dimensional Modelling, ETL, Data Warehousing, Data Engineering, Dimensional Modeling, Web services",Bachelors or Masters Degree in Computer Science or equivalent experience Retail Industr...
246,Data Engineer,Thoughtgenesis,Hyderabad,1-5,"Computer science, NoSQL, Analytical, Web development, Machine learning, SCALA, Information retrieval, Team building","Job Summary The Maps team is developing tools to analyze, visualize, process, manage an..."
247,Data Engineer - Power BI,Wavelabs Technologies,Hyderabad/Secunderabad,3-6,"tableau, Artificial Intelligence, Machine learning, Cloud, Agile, power bi, Workflow, microsoft azure",Requirements . . . . . . . . . . . . 3 years of practical experience in Power BI or Tab...
248,Data Engineer,Concentrix Catalyst,Hyderabad/Secunderabad,2-5,"Training, Manager Technology, Teradata, SQL, Python, Technology management, Management, Data Engineering",. Professional qualification . Any B E / B Tech / M Tech . Work Experience . Total expe...
249,Data Engineer,GE Appliances,Hyderabad/Secunderabad,3-6,"Supply chain, Data analysis, Appliances, Oracle business intelligence, Data Analyst, Business intelligence, Data warehousing, Catering",Functional knowledge of one of the enterprise Appliances business processes encompassin...
250,Data Engineer,NR Consulting,Hyderabad/Secunderabad,5-6,"Computer science, Schema, Programming, Architecting, Data warehousing, Operations, SQL, Python","JD: Minimum : 3+ Years Exp Azure Data Factory, 2+ Years Exp in Azure Data Brick + 1 yea..."
251,Data Engineer,Anicalls,Hyderabad/Secunderabad,10-12,"GIT, Architecture, RDBMS, Database Fundamentals, devops, Agile development, Schema, Informatica",10+ years of hands-on software engineering experience. Ability to interpret / write cus...
252,Data Engineer,Zignaai,Hyderabad/Secunderabad,3-8,"Front end, Billing, Machine learning, Javascript, healthcare analytics, Operations, Cost, Python",Integration of data storage solutions . . Understanding of the threading limitations of...
253,Data Engineer,Squalas,Hyderabad/Secunderabad,4-6,"Data Engineer | DBT | Snowflake, data, data engineering, snowflake","Mandatory skills: DBT, Snowflake 4 years of relevant experience with DBT and Snowflake ..."
254,Data engineer,Burgeon IT Services Pvt ltd,Hyderabad/Secunderabad,1-2,"IT services, Computer science, ODBC, Debugging, Perl, Oracle, Business intelligence, SQL",Alteryx Core certified with at least 1-2 years Alteryx experience . SKILLS AND EXPERIEN...
255,Data Engineer,Highpoints Technologies India,Hyderabad/Secunderabad,3-8,"Interpersonal skills, NoSQL, Data management, Analytical, Agile, Data processing, Data quality, Stored procedures","Cloud Data Warehouse solutions experience (Snowflake, Azure DW, or Redshift) EDUCATION ..."
256,Data Engineer,Skillety,Hyderabad/Secunderabad,5-9,"Automation, Staffing, Coding, Infrastructure, Deployment, MongoDB, Data warehousing, Analytics","Skills: Database, Cloud Infrastructure, Storage, Coding Tools: Java, SQL, Docker, Airfl..."
257,Data Engineer,Shvintech India,Hyderabad/Secunderabad,4-7,"Shell programming, Data modeling, Data processing, Customer service, Management, Data warehousing, Analytics, SQL","Experience in Batch Streaming, ingesting, and processingExperience with Databricks is p..."
258,Data Engineer,Talent Zone Consultant,Hyderabad/Secunderabad,3-8,"Unix, Maven, Database design, MySQL, Scrum, Oracle, Troubleshooting, Open source",Required Level of Experience: 3-8 years We are looking for engineering candidates who: ...
259,Data Engineer,Quisitive,Hyderabad/Secunderabad,1-4,"data cleansing, Data management, Agile scrum, Architecture, SCALA, data governance, Data quality, Data warehousing","Data engineer with strong experience in Data Profiling, data cleansingExperience with l..."
260,Data Engineer - Power BI,Wavelabs Technologies,Hyderabad/Secunderabad,5-6,"tableau, Artificial Intelligence, Machine learning, Cloud, Agile, power bi, Workflow, microsoft azure",. 3 years of practical experience in Power BI or Tableau. Experience and knowledge of c...
261,Data Engineer,Sightspectrum,Hyderabad/Secunderabad,3-5,"Computer science, Manual testing, Version control, GIT, TDD, Agile, Regression testing, Selenium",Requires BA/BS in Computer Science or Information Systems or an equivalent Degree. 3-5 ...
262,Data Engineer,Tanla Platforms,Hyderabad/Secunderabad,5-10,"metadata, NoSQL, MySQL, SCALA, Data structures, Apache, Analytics, SQL","Build the infrastructure required for optimal extraction, transformation, and loading o..."
263,Data Engineer,Shyftlabs,Hyderabad/Secunderabad,1-4,"Data modeling, Coding, Analytical, MySQL, Oracle, Troubleshooting, Ruby, SQL","Experience with AWS Tools and Technologies (Redshift, S3, EC2, Glue) . . . Degree in Co..."
264,Java Big Data Engineer,Innovominds Solutions,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-15,"spring boot, Hibernate, orchestration, spark, Hadoop, J2Ee, big data, Middleware",Kubernetes and orchestration . Qualification . Education: BE / B.TECH / ME/M.TECH / MCA...
265,DATA Engineer - BI,Skillmine Technology Consulting Pvt. Ltd.,Hyderabad/Secunderabad,4-6,"business intelligence, Computer science, Postgresql, Data warehousing, AWS, Science, Computer, Data Engineering","Experience with cloud service providers Glue, step function, lambda, S3, Redshift Exper..."
266,Data Engineer,SAM Manpower Career Services Llp,Hyderabad/Secunderabad,3-5,"Data Engineer, ADF, Azure Functions, Javascript, Cosmos, Machine Learning, Azure Devops, Python","Experience in Python, Azure Functions and JavaScript , Machine Learning , Azure Devops ..."
267,Big Data Engineer - Data Infrastructure,Techno Wise,"Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai",4-9,"Data Engineering, Data Pipeline, Hadoop, Data Management, Big Data, Data Warehousing, CRM, Warehouse","- This role is accountable design & develop system that collect, manage, and convert ra..."
268,Senior Data Engineer (Java),Alp Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-8,"Core Java, Agile development, Data analytics, big data, AWS, SQL, Python, Agile","Experience working with the Modern Data Stack including Big Data, Data Fabric, Data Ana..."
269,Senior Data Engineer,Otis,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru",7-9,"Unix, ERP, Linux, Data management, Analytical, Data quality, Stored procedures, Troubleshooting",As a Data Engineer you will be working with one of the largest and complex warehouse en...
270,Senior Data Engineer - Hadoop/Python,Megma Services,"Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka, Delhi / NCR",4-8,"Hadoop, Data Science, Work From Home, Data Pipeline, Cloud Services, Scala, Kafka, HDFS",Position - Sr Data engineer Experience : 4- 8 years of relevant experienceRequirements ...
271,Sr.Big Data Engineer,Daya Consultancy Services,Hyderabad/Secunderabad,4-7,"PDF, Business analysis, spark, Analytical, SCALA, Programming, Agile methodology, Management",. Must have - . . Atleast 4 to 7 years of relevant experience as Big Data EngineerHands...
272,Data QA Engineer,Diverse Lynx,Pune,2-6,"IT Skills, Testing, hive, Test case execution, Test strategy, spark, Test scenarios, Performance optimization",Must have worked on testing in data engineering and performance optimization for at lea...
273,Data Science Engineer,QiO,Pune,10-15,"IT Skills, Data Science, Cloud, Big Data, Supply chain management, Networking, Artificial Intelligence, Machine learning",Bachelor s Degree in an Engineering discipline is a must AI\ML\Analytics Certification ...
274,Data Engineer,Alp Consulting,"Hybrid - Bangalore/ Bengaluru, Karnataka",4-7,"aws, Pyspark, Hive, spark, SCALA, Big Data, hadopp, hadoop","Evaluate and implement solutions to improve cost, quality, and performance of data prod..."
275,Data Engineer || Job Opportunity with Coforge NIIT Technologies,Coforge,"Bangalore/Bengaluru, Greater Noida",3-7,"snowflake, aws, sql, lambda expressions, Glue, matillion, Express, Data",Understanding of design concepts and experience in implementing data solutions covering...
276,Data Engineer,Dun and Bradstreet Technology And Corporate Services India LLP,Remote,6-9,"Data Engineering, java, kafka, Spark, aws, scylla, python, cassandra",Job DescriptionWe are looking for an exceptional Software Developer for our Data Engine...
277,Data Engineer,Adidas,Gurgaon/Gurugram,4-7,"Supply chain, Data analysis, GIT, Analytical, SCALA, Agile, Scrum, Analytics","Working knowledge of big data real time streaming tools, including Spark, Kinesis, Kafk..."
278,Data Engineer - Python,RMW India Services,"Hyderabad/ Secunderabad, Telangana",5-7,"Data Engineering, C++, C, PySpark, Hadoop, Big Data, SQL, Google Cloud","Design, develop, and maintain software applications using Python, Pandas, PySpark, SQL,..."
279,Data Engineer - Python,RMW India Services,"Hyderabad/ Secunderabad, Telangana",3-7,"Data Engineering, C++, C, PySpark, Hadoop, Big Data, SQL, Google Cloud","Design, develop, and maintain software applications using Python, Pandas, PySpark, SQL,..."
280,Data Engineer,Adidas,Gurgaon/Gurugram,6-9,"Performance tuning, Data analysis, SAP, spark, Data structures, big data, Monitoring, SQL","Manages the iteration, review and maintenance of data requirements and data models. . ...."
281,Data Engineer,Tech Mahindra,"Hybrid - New Delhi, Delhi, Gurgaon/ Gurugram, Haryana",6-11,"python, SCALA, Spark, sql, Data Engineering, Data",Should be hands-on in PL / SQL Able to write complex SQL queries. Experience in SQL Ser...
282,Data Engineer,Chargebee Inc,Remote,2-5,"Performance tuning, Automation, Data management, Postgresql, MySQL, Business intelligence, Troubleshooting, Analytics",Data Engineer works on all kinds of data projects Develops and owns data pipelines/work...
283,Data Engineer,A.P. Moller Maersk,Mumbai (All Areas),5-8,"Big Data, .Net, Azure Data Lake, Data, Microsoft Azure, Data Lake, Azure Data Factory, Data Engineering",Experience developing batch / real-time processing solutions by using Azure Data Factor...
284,Data Engineer,Reycruit,"Hyderabad/ Secunderabad, Telangana",8-13,"Bigdata Technologies, Java, Azure, SCALA, Big Data, Spark, Python, Data Engineering",8 + years of experience in the Design & Development of BigData applications with the sk...
285,Data Engineer - EDW (Java),Pearson,Chennai,4-6,"NoSQL, query optimization, Data management, Business reporting, GCP, ITIL, Analytics, SQL","Programming experience in Java, which includes authoring the code, deployment and maint..."
286,Hiring For Java Data Engineers with Scala at Coforge,Coforge,"Hybrid - Bangalore/Bengaluru, Greater Noida, Uttar Pradesh",7-10,"java, scala, SQL, data engineering, Hiring, Data, Engineering, For Java",Experience Required:- 7 to 10 Years Skills and experience we are looking for . Experien...
287,Data Engineer,Capco,Pune,4-7,"Data analysis, Data modeling, Analytical, Datastage, Banking, Ab Initio, Informatica, SSIS",Able to creatively apply analytical solutions to business problems and adapting to chan...
288,Data Engineer: Data Modeling,IBM,Pune,2-5,"Business analysis, Data modeling, Conflict resolution, Agile, Teradata, Programming, SQL scripting, Unix shell scripting","Proven in Relative estimation, Story-based development . Proficient in leading Iteratio..."
289,Immediate Joiners WFH Data Engineer For Hyderabad,Alliance Pro It,Hyderabad/Secunderabad,5-10,"Snowflake, Data Engineer, SQL, Python, Data Engineering, Data","Primary Skills: • Solid hands-on SQL • programming language – Python • GIT, Airflow, Op..."
290,Data Engineer,Synechron,Pune,3-7,"hive, spark, Hadoop, hdfs, Informatica, sqoop, Data warehousing, Monitoring","Hands-on experience on major components of the Hadoop ecosystem such as Spark, HDFS, Hi..."
291,Hiring For Data Engineer(QlikSense)/4-15 yrs Exp/Chennai,Teamlease Digital,Chennai,5-10,"qliksense, Qlik, Data Engineering, QlikView, Data, Exp, Hiring","The ideal candidate will have experience working with Qliksense, GCP, BigQuery, and Loo..."
292,Data Engineer,Rockwell Automation,Pune,3-6,"Order management, Supply chain, Business process, ERP, Automation, SAP, Business analytics, VB","Bachelors degree in IT, Business, Supply Chain or Industrial Engineering preferred othe..."
293,Data Engineer,Taskus,"Mumbai, Mohali, Indore, Navi Mumbai, Gurgaon/Gurugram",5-6,"BPO, metadata, Data modeling, Informatica, SSIS, Teradata, Information technology, Monitoring",. - We need someone who has a Bachelor s degree in Computer Science (have an MBA or MS ...
294,Data Engineer,Ford,Chennai,1-4,"Analytical, Javascript, Data quality, Customer service, Informatica, Business intelligence, Open source, Operations",. Bachelors Degree . 3+ years of experience with SQL and Python . 2+ years of experienc...
295,Data Engineer,General Mills,Mumbai,2-5,"Supply chain, Automation, Linux, Consulting, CMS, Scheduling, Data mining, Business intelligence",. Analyze existing processes and user development requirements to ensure maximum effici...
296,Data Engineer,Adidas,Gurgaon/Gurugram,4-9,"Supply chain, Information security, Machine learning, Agile, Scrum, SCM, SQL, Python",Only then can we succeed. .
297,IGT || Data Engineer || Remote,IGT Solutions,Remote,4-8,"Data Engineering, SQL Coding, aws, Python, Coding, Remote, Data, SQL",Roles and Responsibility :-1)Database Development-develop and maintain database jobs fo...
298,Data Engineer-DOP-Delhi,National Institute for Smart Government (NISG),New Delhi,6-11,"Data Engineer, ODBC/JDBC connections, databases, Kafka, Knime, Tableau, Apache Spark, DBMS","Bachelors degree in information technology, software engineering, computer science, or ..."
299,Data Engineer - Sidbi,National Institute for Smart Government (NISG),"Kolkata, West Bengal, Chennai",8-10,"data modeling, Nosql Databases, data visualization, analytics, Power Bi, predictive analytics, data warehousing, Tableau",Role & responsibilities Develop database solutions to store and retrieve company inform...
300,Data Engineer: Data Modeling,IBM,Pune,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Conflict resolution, Programming, SQL scripting","Proven in Relative estimation, Story-based development . Proficient in leading Iteratio..."
301,Data Engineer (SQL and DAX)- Pune Bavdhan - office JOB,Team Plus Staffing Solution,"Pune, Maharashtra(Bavdhan)",4-9,"Data Engineer, Etl Process, Dax, SQL, Data Engineering, ETL, Office, Data","SQL and DAX. data models, data warehouses, and ETL processes. MySQL, PostgreSQL, or Mic..."
302,Gcp Data Engineer,PwC,"Hyderabad/ Secunderabad, Telangana",3-8,"GCP, Data Warehousing, ETL, SQL, communication skills, Warehouse, Data",Proven experience in using GCP services is preferredGood to have skill: Data warehousin...
303,Data Engineer: Enterprise Content Management,IBM,Hyderabad/Secunderabad,5-6,"Enterprise Content Management, Filenet, Data Engineering, Oracle, JSF, REST API, Web services, WebSphere",The resource should have application development and maintenance experience on FileNetF...
304,Data Engineer: Enterprise Content Management,IBM,Hyderabad/Secunderabad,5-6,"Filenet, Application development, JSF, Oracle, JSP, J2Ee, SOAP, REST",The resource should have application development and maintenance experience on FileNetF...
305,Data Engineer,Schneider Electric,Mumbai,7-15,"NoSQL, Data management, Data modeling, Programming, Informatica, data visualization, Continuous improvement, Analytics","Competencies . - Masters technical ingestion tool chain : ETL, data pipelines, staging ..."
306,Data Engineer(Scala/Python),Essenware Private Limted,Gurgaon/Gurugram,5-10,"SQL queries, spark, Postgresql, SCALA, Programming, PLSQL, Python, SQL",Experience in SQL Server or PostgreSQL . Should be hands-on in PL / SQL . . DB / SQL ex...
307,Data Engineer,Adidas,"Gurgaon/Gurugram, United States (USA)",5-10,"Data analysis, Team management, Data management, Database design, Data structures, Business intelligence, Resource management, Data warehousing",Four-year college or university degree with focus on Business Administration or IT or r...
308,Data Engineer,Adidas,"Germany, Gurgaon/Gurugram, United States (USA)",5-10,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases","Allocates the different work to the respective employees considering experience, comple..."
309,Data Engineer,FIVE STAR Business Finance,Chennai,3-4,"MS SQL, Data analysis, Linux, Postgresql, MySQL, OLAP, Business intelligence, Troubleshooting",Working experience in AWS Redshift database would be ideal and basic cloud infrastructu...
310,Data Engineer,Adidas,Gurgaon/Gurugram,5-7,"Data analysis, Team management, Data management, Database design, Data structures, Business intelligence, Resource management, Data warehousing","Allocates the different work to the respective employees considering experience, comple..."
311,Data Engineer,Michelin,Pune,3-6,"spark, Cloud, SCALA, Data collection, Infrastructure, Database, Deployment, Sensors",Provides technical assistance to users. Must have Skills: . Any cloud (Azure Preferred)...
312,Data Engineer,Adidas,Gurgaon/Gurugram,5-7,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases",Four-year college or university degree with focus on Business Administration or IT or r...
313,Data Engineer,Adidas,Gurgaon/Gurugram,2-7,"Data analysis, Team management, Data management, Analytical, Agile, Data structures, Business intelligence, Resource management",Four-year college or university degree with focus on Business Administration or IT or r...
314,DATA Engineer,Mitsui OSK Lines (MOL),Kolkata,6-8,"Business process, Analytical, SSRS, SQL Server integration services, OLAP, data visualization, SSIS, Analytics",Expert knowledge of data visualization tools . . . . Work experience in ADF and Alteryx...
315,Big Data Engineer,Techsist,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-9,"hive, Basic, Usage, spark, Shell scripting, SCALA, sqoop, big data","Very good knowledge on pyspark / python/scala and dataframe APIs, . Good understanding ..."
316,Big Data Engineer,Techsist Solution,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-9,"PDF, spark, Shell scripting, SCALA, sqoop, big data, Software services, Python",Very strong understanding of distributed computing concepts Very good knowledge on pysp...
317,Big Data Engineer,BDB.AI,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10,"Data Science, Hive, Scala, Hadoop, Big Data Engineer, Data Analysis, Data Mining, Spark","Education, Experience, Skills and Abilities Required for Consideration as a Candidate ...."
318,Big Data Engineer,Arwin Global Solutions,Hyderabad/Secunderabad,3-5,"SQL queries, data science, cassandra, Script writing, Analytical, Agile, Apache, big data",3 to 5 years of relevant data engineering experience *Hands-on experience with data cle...
319,Big Data Engineer,Ceresight,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-8,"Computer science, Process monitoring, data science, GCP, Datastage, Data collection, big data, ANSI","A good understanding of distributed computing principles, management of Hadoop cluster,..."
320,Java Big Data Engineer,Innominds Software,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-15,"spring boot, Hibernate, Usage, PDF, orchestration, spark, Hadoop, J2Ee",Qualification . . Education: BE / B.TECH / ME/M.TECH / MCA/MSThe desired candidate must...
321,Data Engineer / Senior Data Engineer,Dreambig It Solutions India,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-7,"Data Engineering, Pyspark, python, Apache Flink, Hadoop, Big Data, SQL, Azure Data Engineer","Remote Remote, Pan, North, South, East, West, (Permanent work from Home). Data Engineer..."
322,Senior Data Engineer,Epiq Global,"Hyderabad/Secunderabad, Pune",5-10,"metadata, Analytical, Machine learning, microsoft azure, Data quality, Monitoring, Python, Microsoft",Requirements / Skills : . Bachelors / master s degree in information or computer scienc...
323,Sr. Data Engineer (Spark / Pyspark & Azure Data Bricks),Dreambig It Solutions India,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",8-11,"Data Engineering, Pyspark, python, Kafka, pyspark, Data Analyst, Data Brick, Apache",Proficient in a source code control system such as GITMinimum 3+ years of Data Engineer...
324,Senior Data Engineer,Epiq Global,Hyderabad/Secunderabad,5-10,"metadata, Analytical, Machine learning, power bi, Data quality, Monitoring, Python, Senior",Requirements: . Bachelors / master s degree in information or computer science required...
325,Sr.Software engineer-Big Data engineer,MSys Technologies,Bangalore/Bengaluru,5-10,"aws glue, AWS, Redshift Aws, sns, communication skills, Glue, Data, Amazon Redshift",Should have hands on knowledge on Data Modeling using AWS Redshift and AWS 1yr+ Data an...
326,Senior SRE Big Data Engineer,Adidas,Gurgaon/Gurugram,8-13,"FTP, Networking, Data collection, DNS, Agile, Perl, Information technology, Technical support","Responsibilities Maintain and enhance monitoring framework (data collection, alert aggr..."
327,Data Engineer,Diggibyte Technologies,"Bangalore/ Bengaluru, Karnataka(Kudlu)",6-9,"Pyspark, microsoft azure, databricks, hadoop, Spark, Azure Data Factory, Airflow, ADLS",5 to 8 years of total IT experience in big data engineering and Microsoft Azure Experie...
328,Data Engineer,Coforge,"Hybrid - Bangalore/ Bengaluru, Karnataka, Greater Noida, Uttar Pradesh",3-7,"Matillion, Snowflake, Data Engineer, ETL, AWS, Glue, Lambda, SQL",Skills: Snowflake AND AWS AND Matillion AND SQL. 3Years of Experience: 3.5 years- 7 yea...
329,BBRC- IT - Data Engineer,Syngene,Bangalore/Bengaluru(Jigani),2-5,"ETL, APIs, Data, API, Data Engineering",". Educational Qualifications: Bachelors degree in Computer Science, Information Systems..."
330,Data Engineer,Alp Consulting,"Bangalore/ Bengaluru, Karnataka",3-7,"gcp, data engineering, Data, Engineering","Experience5 Key skills identified as:• Experience with analytic warehouse solutions, da..."
331,Data Engineer,SKF Technologies,Bangalore/Bengaluru,5-8,"Supply chain, Cloud computing, ERP, SAP, Data modeling, Agile, Data quality, Troubleshooting","Bachelor s Degree in computer science, Information technology or a related field . 5 - ..."
332,Data Engineer,ITC Infotech,Bangalore/Bengaluru,6-9,"hive, data management, technical, bi, pyspark, data warehousing, azure data factory, data mapping",Overall 6-9 years of experienceHands on experience building Pyspark code to develop ETL...
333,Data Engineer,JK Technology Services,Bangalore/Bengaluru,2-4,"data cleansing, Data analysis, Backend, NoSQL, Data quality, Business intelligence, Analytics, SQL",Strong experience in creating and maintaining data pipeline architecture. Strong knowle...
334,Data Engineer,Alp Consulting,Bangalore/Bengaluru,2-4,"Business process, Unix, Core Java, Linux, MySQL, Shell scripting, Javascript, PLSQL",Full Stack Development background with Java and JavaScript/CSS/HTML Knowledge of ReactJ...
335,Data Engineer,Absolutdata,"Noida, Bangalore/Bengaluru",4-8,"Procurement, Telecom, Hospitality, Supply chain management, Consulting, Healthcare, Market research, CRM",Skills Needed- . . At least 4+ years of data engineering experience in handling large d...
336,Data Engineer,Alp Consulting,Bangalore/Bengaluru,2-5,"Customer acquisition, Executive, Scalability, Infrastructure, Database, Manual, big data, Operations",Create and maintain optimal data pipeline on Azure for real time batch ingestion of dat...
337,Data Engineer IV,Dotdash Meredith,Bangalore/Bengaluru,7-12,"Microstrategy, Team management, Data management, Data modeling, Project management, Agile, Scrum, Informatica","The incumbent should have data engineering experience in enterprise data management, en..."
